rowid	covariateId	covariateName	analysisId	conceptId	prev.out	prev.noout	value	value	direction
2410	435141201	Condition era record observed during anytime on or prior to cohort index:    435141-Hemorrhage AND/OR hematoma complicating procedure	201	435141	0.008230453	0.004357298	NA	0.1	0
2411	435216101	Condition occurrence record observed during 365d on or prior to cohort index:  435216-Disorder due to type 1 diabetes mellitus	101	435216	0.004115226	0.000911071	NA	0.1	0
2412	435216201	Condition era record observed during anytime on or prior to cohort index:    435216-Disorder due to type 1 diabetes mellitus	201	435216	0.00617284	0.002508748	NA	0.1	0
2413	435224101	Condition occurrence record observed during 365d on or prior to cohort index:  435224-Leukopenia	101	435224	0.004115226	0.000726216	NA	0.1	0
2414	435224201	Condition era record observed during anytime on or prior to cohort index:    435224-Leukopenia	201	435224	0.00617284	0.001848551	NA	0.1	0
2415	435226101	"Condition occurrence record observed during 365d on or prior to cohort index:  435226-Bipolar affective disorder, current episode mixed"	101	435226	0	0.000554565	NA	0.1	0
2416	435226201	"Condition era record observed during anytime on or prior to cohort index:    435226-Bipolar affective disorder, current episode mixed"	201	435226	0	0.00161088	NA	0.1	0
2417	435227101	Condition occurrence record observed during 365d on or prior to cohort index:  435227-Nutritional deficiency	101	435227	0	0.000330098	NA	0.1	0
2418	435227201	Condition era record observed during anytime on or prior to cohort index:    435227-Nutritional deficiency	201	435227	0	0.000765828	NA	0.1	0
2419	435243101	Condition occurrence record observed during 365d on or prior to cohort index:  435243-Alcohol dependence	101	435243	0.004115226	0.002878458	NA	0.1	0
2420	435243201	Condition era record observed during anytime on or prior to cohort index:    435243-Alcohol dependence	201	435243	0.012345679	0.008027992	NA	0.1	0
2421	435262101	Condition occurrence record observed during 365d on or prior to cohort index:  435262-Primary open angle glaucoma	101	435262	0.002057613	0.003604674	NA	0.1	0
2422	435262201	Condition era record observed during anytime on or prior to cohort index:    435262-Primary open angle glaucoma	201	435262	0.010288066	0.006469928	NA	0.1	0
2423	435374201	Condition era record observed during anytime on or prior to cohort index:    435374-Closed fracture of distal end of ulna	201	435374	0	0.000462138	NA	0.1	0
2424	435380201	Condition era record observed during anytime on or prior to cohort index:    435380-Closed fracture of radius AND ulna	201	435380	0	0.000673401	NA	0.1	0
2425	435381201	Condition era record observed during anytime on or prior to cohort index:    435381-Closed fracture of base of thumb	201	435381	0	0.00050175	NA	0.1	0
2426	435459201	Condition era record observed during anytime on or prior to cohort index:    435459-Staphylococcal infectious disease	201	435459	0.004115226	0.001690104	NA	0.1	0
2427	435506101	Condition occurrence record observed during 365d on or prior to cohort index:  435506-Benign neoplastic disease	101	435506	0.004115226	0.00073942	NA	0.1	0
2428	435506201	Condition era record observed during anytime on or prior to cohort index:    435506-Benign neoplastic disease	201	435506	0.012345679	0.004674193	NA	0.1	0
2429	435508101	Condition occurrence record observed during 365d on or prior to cohort index:  435508-Adrenal cortical hypofunction	101	435508	0	0.000356506	NA	0.1	0
2430	435508201	Condition era record observed during anytime on or prior to cohort index:    435508-Adrenal cortical hypofunction	201	435508	0.004115226	0.001122334	NA	0.1	0
2431	435510101	Condition occurrence record observed during 365d on or prior to cohort index:  435510-Hypocalcemia	101	435510	0.002057613	0.000356506	NA	0.1	0
2432	435510201	Condition era record observed during anytime on or prior to cohort index:    435510-Hypocalcemia	201	435510	0.008230453	0.001465637	NA	0.1	0
2433	435511101	Condition occurrence record observed during 365d on or prior to cohort index:  435511-Hypercalcemia	101	435511	0.008230453	0.001452433	NA	0.1	0
2434	435511201	Condition era record observed during anytime on or prior to cohort index:    435511-Hypercalcemia	201	435511	0.012345679	0.004013996	NA	0.1	0
2435	435515101	Condition occurrence record observed during 365d on or prior to cohort index:  435515-Hypo-osmolality and or hyponatremia	101	435515	0.010288066	0.001360005	NA	0.1	0
2436	435515201	Condition era record observed during anytime on or prior to cohort index:    435515-Hypo-osmolality and or hyponatremia	201	435515	0.024691358	0.004000792	NA	0.1	0
2437	435516101	Condition occurrence record observed during 365d on or prior to cohort index:  435516-Lipoprotein deficiency disorder	101	435516	0	0.000607381	NA	0.1	0
2438	435516201	Condition era record observed during anytime on or prior to cohort index:    435516-Lipoprotein deficiency disorder	201	435516	0.002057613	0.002244669	NA	0.1	0
2439	435517201	Condition era record observed during anytime on or prior to cohort index:    435517-Acidosis	201	435517	0.010288066	0.000818644	NA	0.1	0
2440	435521201	Condition era record observed during anytime on or prior to cohort index:    435521-Psychophysiologic disorder	201	435521	0.002057613	0.000950683	NA	0.1	0
2441	435534201	"Condition era record observed during anytime on or prior to cohort index:    435534-Nondependent alcohol abuse, continuous"	201	435534	0.008230453	0.00087146	NA	0.1	0
2442	435543201	Condition era record observed during anytime on or prior to cohort index:    435543-Primary angle-closure glaucoma	201	435543	0	0.000396118	NA	0.1	0
2443	435553201	Condition era record observed during anytime on or prior to cohort index:    435553-Epiphora	201	435553	0	0.000620585	NA	0.1	0
2444	435569101	Condition occurrence record observed during 365d on or prior to cohort index:  435569-Disorder of jaw	101	435569	0	0.000884664	NA	0.1	0
2445	435569201	Condition era record observed during anytime on or prior to cohort index:    435569-Disorder of jaw	201	435569	0.004115226	0.004753417	NA	0.1	0
2446	435604201	"Condition era record observed during anytime on or prior to cohort index:    435604-Viral disease in mother complicating pregnancy, childbirth AND/OR puerperium"	201	435604	0	0.001122334	NA	0.1	0
2447	435656201	Condition era record observed during anytime on or prior to cohort index:    435656-Neonatal jaundice	201	435656	0	0.002099426	NA	0.1	0
2448	435661201	Condition era record observed during anytime on or prior to cohort index:    435661-Closed fracture of orbital floor	201	435661	0	0.000620585	NA	0.1	0
2449	435666101	Condition occurrence record observed during 365d on or prior to cohort index:  435666-Closed fracture of upper end of tibia	101	435666	0	0.000488546	NA	0.1	0
2450	435666201	Condition era record observed during anytime on or prior to cohort index:    435666-Closed fracture of upper end of tibia	201	435666	0.002057613	0.001769327	NA	0.1	0
2451	435723101	Condition occurrence record observed during 365d on or prior to cohort index:  435723-Wound seroma	101	435723	0	0.000396118	NA	0.1	0
2452	435723201	Condition era record observed during anytime on or prior to cohort index:    435723-Wound seroma	201	435723	0.008230453	0.001505249	NA	0.1	0
2453	435726201	Condition era record observed during anytime on or prior to cohort index:    435726-Mechanical complication of device	201	435726	0.002057613	0.001082723	NA	0.1	0
2454	435785201	Condition era record observed during anytime on or prior to cohort index:    435785-Meningitis	201	435785	0	0.00080544	NA	0.1	0
2455	435788201	Condition era record observed during anytime on or prior to cohort index:    435788-Disorder of phosphorus metabolism	201	435788	0.002057613	0.000171651	NA	0.1	0
2456	435790101	Condition occurrence record observed during 365d on or prior to cohort index:  435790-Secondary polycythemia	101	435790	0	0.000594177	NA	0.1	0
2457	435790201	Condition era record observed during anytime on or prior to cohort index:    435790-Secondary polycythemia	201	435790	0	0.001320393	NA	0.1	0
2458	435796101	Condition occurrence record observed during 365d on or prior to cohort index:  435796-Dehydration	101	435796	0.012345679	0.003472635	NA	0.1	0
2459	435796201	Condition era record observed during anytime on or prior to cohort index:    435796-Dehydration	201	435796	0.047325103	0.012372087	NA	0.1	0
2460	435802201	Condition era record observed during anytime on or prior to cohort index:    435802-Blepharospasm	201	435802	0	0.000792236	NA	0.1	0
2461	435810201	Condition era record observed during anytime on or prior to cohort index:    435810-Capsular fibrosis	201	435810	0.002057613	0.00036971	NA	0.1	0
2462	435839101	Condition occurrence record observed during 365d on or prior to cohort index:  435839-Lymphedema	101	435839	0.008230453	0.000620585	NA	0.1	0
2463	435839201	Condition era record observed during anytime on or prior to cohort index:    435839-Lymphedema	201	435839	0.010288066	0.001861755	NA	0.1	0
2464	435850201	Condition era record observed during anytime on or prior to cohort index:    435850-Cyst of jaw	201	435850	0	0.000699809	NA	0.1	0
2465	435875101	"Condition occurrence record observed during 365d on or prior to cohort index:  435875-Complication of pregnancy, childbirth and/or the puerperium"	101	435875	0	0.002970885	NA	0.1	0
2466	435875201	"Condition era record observed during anytime on or prior to cohort index:    435875-Complication of pregnancy, childbirth and/or the puerperium"	201	435875	0.002057613	0.014511124	NA	0.1	0
2467	435903201	Condition era record observed during anytime on or prior to cohort index:    435903-Juvenile osteochondrosis of foot	201	435903	0	0.000409322	NA	0.1	0
2468	435904201	Condition era record observed during anytime on or prior to cohort index:    435904-Derangement of anterior horn of medial meniscus	201	435904	0	0.001069519	NA	0.1	0
2469	435933101	Condition occurrence record observed during 365d on or prior to cohort index:  435933-Closed fracture of lumbar vertebra without spinal cord injury	101	435933	0.002057613	0.000356506	NA	0.1	0
2470	435933201	Condition era record observed during anytime on or prior to cohort index:    435933-Closed fracture of lumbar vertebra without spinal cord injury	201	435933	0.004115226	0.001703308	NA	0.1	0
2471	435940201	Condition era record observed during anytime on or prior to cohort index:    435940-Closed fracture of shaft of humerus	201	435940	0	0.000580973	NA	0.1	0
2472	435950101	Condition occurrence record observed during 365d on or prior to cohort index:  435950-Closed Colles' fracture	101	435950	0.004115226	0.000646993	NA	0.1	0
2473	435950201	Condition era record observed during anytime on or prior to cohort index:    435950-Closed Colles' fracture	201	435950	0.004115226	0.00241632	NA	0.1	0
2474	435951201	"Condition era record observed during anytime on or prior to cohort index:    435951-Closed fracture of tibia and fibula, shaft"	201	435951	0	0.000541361	NA	0.1	0
2475	435993101	Condition occurrence record observed during 365d on or prior to cohort index:  435993-Foreign body in conjunctival sac	101	435993	0	0.000633789	NA	0.1	0
2476	435993201	Condition era record observed during anytime on or prior to cohort index:    435993-Foreign body in conjunctival sac	201	435993	0.004115226	0.002455932	NA	0.1	0
2477	436027201	Condition era record observed during anytime on or prior to cohort index:    436027-Coxsackie virus disease	201	436027	0	0.00030369	NA	0.1	0
2478	436070101	Condition occurrence record observed during 365d on or prior to cohort index:  436070-Vitamin D deficiency	101	436070	0.034979424	0.016069189	NA	0.1	0
2479	436070201	Condition era record observed during anytime on or prior to cohort index:    436070-Vitamin D deficiency	201	436070	0.067901235	0.024480095	NA	0.1	0
2480	436073101	Condition occurrence record observed during 365d on or prior to cohort index:  436073-Psychotic disorder	101	436073	0.002057613	0.000779032	NA	0.1	0
2481	436073201	Condition era record observed during anytime on or prior to cohort index:    436073-Psychotic disorder	201	436073	0.008230453	0.002706807	NA	0.1	0
2482	436075101	Condition occurrence record observed during 365d on or prior to cohort index:  436075-Adjustment disorder with anxious mood	101	436075	0	0.002706807	NA	0.1	0
2483	436075201	Condition era record observed during anytime on or prior to cohort index:    436075-Adjustment disorder with anxious mood	201	436075	0.002057613	0.008622169	NA	0.1	0
2484	436076101	Condition occurrence record observed during 365d on or prior to cohort index:  436076-Adjustment disorder with mixed disturbance of emotions AND conduct	101	436076	0	0.000646993	NA	0.1	0
2485	436076201	Condition era record observed during anytime on or prior to cohort index:    436076-Adjustment disorder with mixed disturbance of emotions AND conduct	201	436076	0.002057613	0.002640787	NA	0.1	0
2486	436080201	"Condition era record observed during anytime on or prior to cohort index:    436080-Neoplasm of uncertain behavior of lip, oral cavity and pharynx"	201	436080	0.004115226	0.001690104	NA	0.1	0
2487	436096101	Condition occurrence record observed during 365d on or prior to cohort index:  436096-Chronic pain	101	436096	0.012345679	0.002825642	NA	0.1	0
2488	436096201	Condition era record observed during anytime on or prior to cohort index:    436096-Chronic pain	201	436096	0.020576132	0.005730508	NA	0.1	0
2489	436118101	Condition occurrence record observed during 365d on or prior to cohort index:  436118-After-cataract with vision obscured	101	436118	0.00617284	0.000884664	NA	0.1	0
2490	436118201	Condition era record observed during anytime on or prior to cohort index:    436118-After-cataract with vision obscured	201	436118	0.018518519	0.002799234	NA	0.1	0
2491	436147201	Condition era record observed during anytime on or prior to cohort index:    436147-Glossitis	201	436147	0.002057613	0.001954182	NA	0.1	0
2492	436155201	Condition era record observed during anytime on or prior to cohort index:    436155-Redundant prepuce and phimosis	201	436155	0	0.001043111	NA	0.1	0
2493	436164101	Condition occurrence record observed during 365d on or prior to cohort index:  436164-Corpus luteum cyst	101	436164	0	0.000792236	NA	0.1	0
2494	436164201	Condition era record observed during anytime on or prior to cohort index:    436164-Corpus luteum cyst	201	436164	0	0.00396118	NA	0.1	0
2495	436209101	Condition occurrence record observed during 365d on or prior to cohort index:  436209-Fracture of fibula	101	436209	0.002057613	0.000422526	NA	0.1	0
2496	436209201	Condition era record observed during anytime on or prior to cohort index:    436209-Fracture of fibula	201	436209	0.002057613	0.001967386	NA	0.1	0
2497	436222101	Condition occurrence record observed during 365d on or prior to cohort index:  436222-Altered mental status	101	436222	0.002057613	0.001333597	NA	0.1	0
2498	436222201	Condition era record observed during anytime on or prior to cohort index:    436222-Altered mental status	201	436222	0.012345679	0.003406615	NA	0.1	0
2499	436235201	Condition era record observed during anytime on or prior to cohort index:    436235-Taste sense altered	201	436235	0.004115226	0.001082723	NA	0.1	0
2500	436246101	Condition occurrence record observed during 365d on or prior to cohort index:  436246-Reduced libido	101	436246	0.002057613	0.000911071	NA	0.1	0
2501	436246201	Condition era record observed during anytime on or prior to cohort index:    436246-Reduced libido	201	436246	0.008230453	0.003314188	NA	0.1	0
2502	436252201	Condition era record observed during anytime on or prior to cohort index:    436252-Closed fracture of shaft of tibia	201	436252	0	0.000607381	NA	0.1	0
2503	436253101	Condition occurrence record observed during 365d on or prior to cohort index:  436253-Sprain of foot	101	436253	0.004115226	0.002812438	NA	0.1	0
2504	436253201	Condition era record observed during anytime on or prior to cohort index:    436253-Sprain of foot	201	436253	0.016460905	0.013481217	NA	0.1	0
2505	436254201	Condition era record observed during anytime on or prior to cohort index:    436254-Closed fractures of multiple bones of lower limb	201	436254	0	0.000448934	NA	0.1	0
2506	436263201	Condition era record observed during anytime on or prior to cohort index:    436263-Broken tooth without complication	201	436263	0.002057613	0.000990295	NA	0.1	0
2507	436265201	Condition era record observed during anytime on or prior to cohort index:    436265-Open wound of multiple sites of one lower limb AND thigh without complication	201	436265	0	0.00087146	NA	0.1	0
2508	436278201	Condition era record observed during anytime on or prior to cohort index:    436278-Contusion of thigh	201	436278	0.002057613	0.001478841	NA	0.1	0
2509	436298201	Condition era record observed during anytime on or prior to cohort index:    436298-Adverse reaction to food	201	436298	0	0.000633789	NA	0.1	0
2510	436336201	Condition era record observed during anytime on or prior to cohort index:    436336-Herpes zoster with nervous system complication	201	436336	0.002057613	0.00080544	NA	0.1	0
2511	436370201	"Condition era record observed during anytime on or prior to cohort index:    436370-Combined drug dependence, excluding opioids"	201	436370	0	0.000713012	NA	0.1	0
2512	436375101	Condition occurrence record observed during 365d on or prior to cohort index:  436375-Hypovolemia	101	436375	0.002057613	0.000594177	NA	0.1	0
2513	436375201	Condition era record observed during anytime on or prior to cohort index:    436375-Hypovolemia	201	436375	0.004115226	0.006866046	NA	0.1	0
2514	436389201	Condition era record observed during anytime on or prior to cohort index:    436389-Cocaine dependence	201	436389	0	0.000726216	NA	0.1	0
2515	436421201	"Condition era record observed during anytime on or prior to cohort index:    436421-Mixed conductive and sensorineural hearing loss, bilateral"	201	436421	0.004115226	0.000316894	NA	0.1	0
2516	436466101	Condition occurrence record observed during 365d on or prior to cohort index:  436466-Balanoposthitis	101	436466	0	0.000382914	NA	0.1	0
2517	436466201	Condition era record observed during anytime on or prior to cohort index:    436466-Balanoposthitis	201	436466	0	0.001452433	NA	0.1	0
2518	436470201	Condition era record observed during anytime on or prior to cohort index:    436470-Fat necrosis of breast	201	436470	0.004115226	0.001069519	NA	0.1	0
2519	436480201	Condition era record observed during anytime on or prior to cohort index:    436480-Dystrophy of vulva	201	436480	0	0.001201558	NA	0.1	0
2520	436510201	Condition era record observed during anytime on or prior to cohort index:    436510-Acquired cavus deformity of foot	201	436510	0	0.000765828	NA	0.1	0
2521	436539201	Condition era record observed during anytime on or prior to cohort index:    436539-Closed fracture of patella	201	436539	0	0.00130719	NA	0.1	0
2522	436546201	Condition era record observed during anytime on or prior to cohort index:    436546-Strain of subscapularis muscle	201	436546	0.002057613	0.000765828	NA	0.1	0
2523	436635201	Condition era record observed during anytime on or prior to cohort index:    436635-Primary malignant neoplasm of sigmoid colon	201	436635	0.00617284	0.000277283	NA	0.1	0
2524	436658101	Condition occurrence record observed during 365d on or prior to cohort index:  436658-Vitamin deficiency	101	436658	0	0.000831848	NA	0.1	0
2525	436658201	Condition era record observed during anytime on or prior to cohort index:    436658-Vitamin deficiency	201	436658	0.00617284	0.001808939	NA	0.1	0
2526	436659101	Condition occurrence record observed during 365d on or prior to cohort index:  436659-Iron deficiency anemia	101	436659	0.014403292	0.006113422	NA	0.1	0
2527	436659201	Condition era record observed during anytime on or prior to cohort index:    436659-Iron deficiency anemia	201	436659	0.04526749	0.020400079	NA	0.1	0
2528	436665101	Condition occurrence record observed during 365d on or prior to cohort index:  436665-Bipolar disorder	101	436665	0	0.00372351	NA	0.1	0
2529	436665201	Condition era record observed during anytime on or prior to cohort index:    436665-Bipolar disorder	201	436665	0.004115226	0.007803525	NA	0.1	0
2530	436666201	Condition era record observed during anytime on or prior to cohort index:    436666-Psychosexual disorder	201	436666	0.004115226	0.001452433	NA	0.1	0
2531	436670101	Condition occurrence record observed during 365d on or prior to cohort index:  436670-Metabolic disease	101	436670	0.002057613	0.00043573	NA	0.1	0
2532	436670201	Condition era record observed during anytime on or prior to cohort index:    436670-Metabolic disease	201	436670	0.004115226	0.001756123	NA	0.1	0
2533	436676101	Condition occurrence record observed during 365d on or prior to cohort index:  436676-Posttraumatic stress disorder	101	436676	0.002057613	0.002218261	NA	0.1	0
2534	436676201	Condition era record observed during anytime on or prior to cohort index:    436676-Posttraumatic stress disorder	201	436676	0.00617284	0.005360798	NA	0.1	0
2535	436677101	Condition occurrence record observed during 365d on or prior to cohort index:  436677-Adjustment disorder	101	436677	0	0.003446227	NA	0.1	0
2536	436677201	Condition era record observed during anytime on or prior to cohort index:    436677-Adjustment disorder	201	436677	0.014403292	0.011302568	NA	0.1	0
2537	436700201	Condition era record observed during anytime on or prior to cohort index:    436700-Exophthalmos	201	436700	0	0.000752624	NA	0.1	0
2538	436701201	Condition era record observed during anytime on or prior to cohort index:    436701-Drusen of optic disc	201	436701	0.004115226	0.000660197	NA	0.1	0
2539	436785101	Condition occurrence record observed during 365d on or prior to cohort index:  436785-Spinal stenosis in cervical region	101	436785	0.002057613	0.003010497	NA	0.1	0
2540	436785201	Condition era record observed during anytime on or prior to cohort index:    436785-Spinal stenosis in cervical region	201	436785	0.034979424	0.010615964	NA	0.1	0
2541	436799201	Condition era record observed during anytime on or prior to cohort index:    436799-Congenital pes cavus	201	436799	0	0.000620585	NA	0.1	0
2542	436817201	Condition era record observed during anytime on or prior to cohort index:    436817-Feeling nervous	201	436817	0.002057613	0.002059814	NA	0.1	0
2543	436837201	Condition era record observed during anytime on or prior to cohort index:    436837-Closed fracture of neck of radius	201	436837	0	0.00050175	NA	0.1	0
2544	436839101	Condition occurrence record observed during 365d on or prior to cohort index:  436839-Closed fracture of metacarpal bone	101	436839	0	0.000937479	NA	0.1	0
2545	436839201	Condition era record observed during anytime on or prior to cohort index:    436839-Closed fracture of metacarpal bone	201	436839	0	0.00476662	NA	0.1	0
2546	436900201	Condition era record observed during anytime on or prior to cohort index:    436900-Mycoplasma infection	201	436900	0	0.000779032	NA	0.1	0
2547	436919201	Condition era record observed during anytime on or prior to cohort index:    436919-Primary malignant neoplasm of unspecified site	201	436919	0.018518519	0.000990295	NA	0.1	0
2548	436936201	Condition era record observed during anytime on or prior to cohort index:    436936-Benign neoplasm of cranial nerve	201	436936	0	0.000514953	NA	0.1	0
2549	436940101	Condition occurrence record observed during 365d on or prior to cohort index:  436940-Metabolic syndrome X	101	436940	0.002057613	0.002561563	NA	0.1	0
2550	436940201	Condition era record observed during anytime on or prior to cohort index:    436940-Metabolic syndrome X	201	436940	0.008230453	0.008041196	NA	0.1	0
2551	436945101	"Condition occurrence record observed during 365d on or prior to cohort index:  436945-Single major depressive episode, mild"	101	436945	0.002057613	0.000924275	NA	0.1	0
2552	436945201	"Condition era record observed during anytime on or prior to cohort index:    436945-Single major depressive episode, mild"	201	436945	0.008230453	0.002891662	NA	0.1	0
2553	436948101	Condition occurrence record observed during 365d on or prior to cohort index:  436948-Benign neoplasm of choroid	101	436948	0	0.001161946	NA	0.1	0
2554	436948201	Condition era record observed during anytime on or prior to cohort index:    436948-Benign neoplasm of choroid	201	436948	0.004115226	0.003234964	NA	0.1	0
2555	436953101	Condition occurrence record observed during 365d on or prior to cohort index:  436953-Continuous chronic alcoholism	101	436953	0.00617284	0.000831848	NA	0.1	0
2556	436953201	Condition era record observed during anytime on or prior to cohort index:    436953-Continuous chronic alcoholism	201	436953	0.010288066	0.003063313	NA	0.1	0
2557	436975201	Condition era record observed during anytime on or prior to cohort index:    436975-Pigmentary glaucoma	201	436975	0.004115226	0.000382914	NA	0.1	0
2558	436976201	Condition era record observed during anytime on or prior to cohort index:    436976-Posterior subcapsular polar cataract	201	436976	0.002057613	0.00043573	NA	0.1	0
2559	436985201	Condition era record observed during anytime on or prior to cohort index:    436985-Contact or allergic eyelid dermatitis	201	436985	0	0.001188354	NA	0.1	0
2560	437080201	Condition era record observed during anytime on or prior to cohort index:    437080-Periostitis of ankle AND/OR foot	201	437080	0	0.000224467	NA	0.1	0
2561	437082101	Condition occurrence record observed during 365d on or prior to cohort index:  437082-Ankylosing spondylitis	101	437082	0	0.000514953	NA	0.1	0
2562	437082201	Condition era record observed during anytime on or prior to cohort index:    437082-Ankylosing spondylitis	201	437082	0	0.001109131	NA	0.1	0
2563	437116101	Condition occurrence record observed during 365d on or prior to cohort index:  437116-Closed fracture of distal end of radius	101	437116	0.002057613	0.001122334	NA	0.1	0
2564	437116201	Condition era record observed during anytime on or prior to cohort index:    437116-Closed fracture of distal end of radius	201	437116	0.00617284	0.004991087	NA	0.1	0
2565	437120201	Condition era record observed during anytime on or prior to cohort index:    437120-Closed traumatic dislocation of joint of foot	201	437120	0	0.000422526	NA	0.1	0
2566	437127101	Condition occurrence record observed during 365d on or prior to cohort index:  437127-Closed traumatic dislocation acromioclavicular joint	101	437127	0	0.000422526	NA	0.1	0
2567	437127201	Condition era record observed during anytime on or prior to cohort index:    437127-Closed traumatic dislocation acromioclavicular joint	201	437127	0	0.001756123	NA	0.1	0
2568	437233201	Condition era record observed during anytime on or prior to cohort index:    437233-Multiple myeloma	201	437233	0.002057613	0.000277283	NA	0.1	0
2569	437240201	Condition era record observed during anytime on or prior to cohort index:    437240-Carcinoma in situ of skin of upper limb and shoulder	201	437240	0.002057613	0.000990295	NA	0.1	0
2570	437246101	Condition occurrence record observed during 365d on or prior to cohort index:  437246-Vitamin B deficiency	101	437246	0.004115226	0.00533439	NA	0.1	0
2571	437246201	Condition era record observed during anytime on or prior to cohort index:    437246-Vitamin B deficiency	201	437246	0.020576132	0.011236548	NA	0.1	0
2572	437247201	Condition era record observed during anytime on or prior to cohort index:    437247-Anemia of chronic disease	201	437247	0	0.000699809	NA	0.1	0
2573	437251101	Condition occurrence record observed during 365d on or prior to cohort index:  437251-Benign neoplasm of pituitary gland and craniopharyngeal duct	101	437251	0	0.000607381	NA	0.1	0
2574	437251201	Condition era record observed during anytime on or prior to cohort index:    437251-Benign neoplasm of pituitary gland and craniopharyngeal duct	201	437251	0.004115226	0.001426025	NA	0.1	0
2575	437257201	Condition era record observed during anytime on or prior to cohort index:    437257-Continuous acute alcoholic intoxication in alcoholism	201	437257	0.002057613	0.00043573	NA	0.1	0
2576	437262201	Condition era record observed during anytime on or prior to cohort index:    437262-Common peroneal nerve lesion	201	437262	0.00617284	0.000845052	NA	0.1	0
2577	437264101	Condition occurrence record observed during 365d on or prior to cohort index:  437264-Tobacco dependence syndrome	101	437264	0.111111111	0.04120948	NA	0.1	0
2578	437264201	Condition era record observed during anytime on or prior to cohort index:    437264-Tobacco dependence syndrome	201	437264	0.271604938	0.124447085	0.319010033	0.419010033	1
2579	437267201	Condition era record observed during anytime on or prior to cohort index:    437267-Peripheral retinal degeneration	201	437267	0	0.000845052	NA	0.1	0
2580	437312201	Condition era record observed during anytime on or prior to cohort index:    437312-Bleeding	201	437312	0.004115226	0.001478841	NA	0.1	0
2581	437359201	Condition era record observed during anytime on or prior to cohort index:    437359-Osteochondritis dissecans	201	437359	0	0.001109131	NA	0.1	0
2582	437366101	Condition occurrence record observed during 365d on or prior to cohort index:  437366-Contracture of tendon sheath	101	437366	0	0.000184855	NA	0.1	0
2583	437366201	Condition era record observed during anytime on or prior to cohort index:    437366-Contracture of tendon sheath	201	437366	0	0.001069519	NA	0.1	0
2584	437390101	Condition occurrence record observed during 365d on or prior to cohort index:  437390-Hypoxemia	101	437390	0.016460905	0.001293986	NA	0.1	0
2585	437390201	Condition era record observed during anytime on or prior to cohort index:    437390-Hypoxemia	201	437390	0.026748971	0.003433023	NA	0.1	0
2586	437394201	Condition era record observed during anytime on or prior to cohort index:    437394-Closed fracture of lower end of forearm	201	437394	0	0.000409322	NA	0.1	0
2587	437409201	Condition era record observed during anytime on or prior to cohort index:    437409-Intracranial injury	201	437409	0.002057613	0.001558064	NA	0.1	0
2588	437474101	Condition occurrence record observed during 365d on or prior to cohort index:  437474-Postoperative infection	101	437474	0	0.00124117	NA	0.1	0
2589	437474201	Condition era record observed during anytime on or prior to cohort index:    437474-Postoperative infection	201	437474	0.008230453	0.005664488	NA	0.1	0
2590	437496201	Condition era record observed during anytime on or prior to cohort index:    437496-Epidemic vertigo	201	437496	0.004115226	0.001412821	NA	0.1	0
2591	437521201	Condition era record observed during anytime on or prior to cohort index:    437521-Familial hyperchylomicronemia	201	437521	0	0.00087146	NA	0.1	0
2592	437528101	"Condition occurrence record observed during 365d on or prior to cohort index:  437528-Bipolar affective disorder, currently depressed, moderate"	101	437528	0	0.000673401	NA	0.1	0
2593	437528201	"Condition era record observed during anytime on or prior to cohort index:    437528-Bipolar affective disorder, currently depressed, moderate"	201	437528	0	0.001478841	NA	0.1	0
2594	437530101	Condition occurrence record observed during 365d on or prior to cohort index:  437530-Disorder of lipid metabolism	101	437530	0.002057613	0.003023701	NA	0.1	0
2595	437530201	Condition era record observed during anytime on or prior to cohort index:    437530-Disorder of lipid metabolism	201	437530	0.012345679	0.014220638	NA	0.1	0
2596	437536201	Condition era record observed during anytime on or prior to cohort index:    437536-Somatoform autonomic dysfunction - gastrointestinal tract	201	437536	0.002057613	0.000897868	NA	0.1	0
2597	437541101	Condition occurrence record observed during 365d on or prior to cohort index:  437541-Glaucoma	101	437541	0	0.00030369	NA	0.1	0
2598	437541201	Condition era record observed during anytime on or prior to cohort index:    437541-Glaucoma	201	437541	0.002057613	0.000990295	NA	0.1	0
2599	437557201	Condition era record observed during anytime on or prior to cohort index:    437557-Eczematous dermatitis of eyelid	201	437557	0	0.000699809	NA	0.1	0
2600	437579101	Condition occurrence record observed during 365d on or prior to cohort index:  437579-Paroxysmal ventricular tachycardia	101	437579	0	0.000752624	NA	0.1	0
2601	437579201	Condition era record observed during anytime on or prior to cohort index:    437579-Paroxysmal ventricular tachycardia	201	437579	0.002057613	0.002627583	NA	0.1	0
2602	437643101	Condition occurrence record observed during 365d on or prior to cohort index:  437643-Abnormal gait	101	437643	0.004115226	0.001571268	NA	0.1	0
2603	437643201	Condition era record observed during anytime on or prior to cohort index:    437643-Abnormal gait	201	437643	0.018518519	0.006020994	NA	0.1	0
2604	437688201	Condition era record observed during anytime on or prior to cohort index:    437688-Abnormal findings on antenatal screening of mother	201	437688	0	0.001333597	NA	0.1	0
2605	437699201	Condition era record observed during anytime on or prior to cohort index:    437699-Strain of infraspinatus muscle AND/OR tendon	201	437699	0	0.000765828	NA	0.1	0
2606	437700201	Condition era record observed during anytime on or prior to cohort index:    437700-Sprain ulnar collateral ligament	201	437700	0	0.000528157	NA	0.1	0
2607	437744201	Condition era record observed during anytime on or prior to cohort index:    437744-Heat exhaustion	201	437744	0	0.00073942	NA	0.1	0
